animal_id,mammal_genus,mammal_scientific_name,mammal_type ,mammal_group,plant_pub_name,endemic_widelydistributed,native_exotic,habit,updated_genus,updated_species,family,fruit_nature,fruit_type,fruit_colour,colour_nature,fruit_odour,no_of_seed_per_fruit,seed_number,arillate_notarillate,fruit_length_l,fruit_length_h,fruit_breadth_l,fruit_breadth_h,fruit_diameter_l,fruit_diameter_h,seed_length_l,seed_length_h,seed_breadth_l,seed_breadth_h,seed_diameter_l,seed_diameter_h,iucn_status_plant,location_country,Asia_zone,author_id
Assamese Macaque,Macaca,Macaca assamensis,Primates,Macaque,Maesa indica,Widely distributed,Native,Shrub,Maesa,Maesa indica,Primulaceae,Fleshy,Berry,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,0.25,0.35,0.22,0.4,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Justa et al 2019
Binturong,Arctictis,Arctictis binturong,Carnivore,Viverrid,Ficus drupacea,Widely distributed,Native,Tree,Ficus,Ficus drupacea,Moraceae,Fig,Synconium,Orange,"Bright (Red, Orange, Pink)",present,many,> Twenty,Not arillate,1.5,2.5,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Krishna et al 2015
Blackbuck,Antilope,Antilope cervicapra,Herbivore,Bovid,Prosopis juliflora,Widely distributed,Exotic,Tree,Prosopis ,Prosopis juliflora,Fabaceae,Dry,Pod,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,8,29,0.8,1.7,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Arandhara et al 2021
Blackbuck,Antilope,Antilope cervicapra,Herbivore,Bovid,Prosopis chilensis,Widely distributed,Exotic,Tree,Prosopis ,Prosopis chilensis,Fabaceae,Dry,Pod,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,12,18,1,1.8,NA,NA,0.6,0.7,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Balasubramanium & Bole 1992
Blackbuck,Antilope,Antilope cervicapra,Herbivore,Bovid,Ziziphus numularia,Widely distributed,Native,Shrub,Ziziphus,Ziziphus nummularia,Rhamnaceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",present,2,Two-Five,Not arillate,0.5,1,NA,NA,0.62,0.92,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Delu et al 2021
Blackbuck,Antilope,Antilope cervicapra,Herbivore,Bovid,Prosopis cinerea,Widely distributed,Native,Tree,Prosopis ,Prosopis cineraria,Fabaceae,Dry,Pod,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,10,20,0.5,0.8,NA,NA,0.6,0.6,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Goyal et al 1988
Blackbuck,Antilope,Antilope cervicapra,Herbivore,Bovid,Capparis deciduas,Widely distributed,Native,Shrub,Capparis,Capparis decidua,Capparaceae,Fleshy,Berry,Red,"Bright (Red, Orange, Pink)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,1,1.5,0.2,0.5,0.2,0.4,NA,NA,Least Concern,India,Indian subcontinent,Meena et al 2020
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Scutia myrtina,Widely distributed,Native,Shrub,Scutia,Scutia myrtina,Rhamnaceae,Fleshy,Drupe,Violet,"Dark (Black, Blue, Purple, Violet)",absent,2,Two-Five,Not arillate,0.7,0.9,NA,NA,0.4,0.5,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Balasubramanium & Bole 1992
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Lannea coromandelica,Widely distributed,Native,Tree,Lannea,Lannea coromandelica,Anacardiaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,0.6,1,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Balasubramanium & Bole 1992
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Manilkara hexandra,Widely distributed,Native,Tree,Manilkara,Manilkara hexandra,Sapotaceae,Fleshy,Berry,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,2,Two-Five,Not arillate,1.5,1.5,0.8,0.8,1,1.5,NA,NA,NA,NA,0.8,1,Not assessed,India,Indian subcontinent,Balasubramanium & Bole 1992
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Drypetes sepiaria,Widely distributed,Native,Tree,Drypetes,Drypetes sepiaria,Putranjivaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,NA,NA,NA,NA,0.8,0.8,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Balasubramanium & Bole 1992
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Alangium salvifolium,Widely distributed,Native,Shrub,Alangium,Alangium salviifolium,Cornaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,0.9,2.4,0.6,1.6,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,David et al 2010
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Azadirachta indica,Widely distributed,Exotic,Tree,Azadirachta,Azadirachta indica,Meliaceae,Fleshy,Drupe,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,1.4,2.8,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,David et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,allophylus serratus,Widely distributed,Native,Shrub,Allophylus,Allophylus serratus,Sapindaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,NA,NA,NA,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,David et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,cordia dichotoma,Widely distributed,Native,Tree,Cordia ,Cordia dichotoma,Boraginaceae,Fleshy,Drupe,Pink,"Bright (Red, Orange, Pink)",absent,4,Two-Five,Not arillate,NA,NA,NA,NA,1,1.5,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,David et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Calamus rotang,Widely distributed,Native,Climber,Calamus,Calamus rotang,Arecaceae,Fleshy,Drupe,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,1.3,1.5,1.2,1.2,NA,NA,NA,NA,NA,NA,0.8,0.8,Not assessed,India,Indian subcontinent,David et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Diospyros ferrea,Widely distributed,Native,Tree,Diospyros,Diospyros ferrea,Ebenaceae,Fleshy,Berry,Yellow,"Light (Brown, Green, Grey, White, Yellow)",present,2,Two-Five,Not arillate,0.5,1.3,0.9,1.2,NA,NA,0.9,0.9,0.4,0.4,NA,NA,Not assessed,India,Indian subcontinent,David et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,grewia rhamnifolia,Widely distributed,Native,Tree,Grewia,Grewia oppositifolia,Malvaceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,NA,NA,NA,NA,0.8,0.8,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,David et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Memecylon umbellatum,Widely distributed,Native,Tree,Memecylon,Memecylon umbellatum,Melastomataceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,NA,NA,NA,NA,0.5,0.7,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,David et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Phoenix farinifera,Widely distributed,Native,Tree,Phoenix ,Phoenix pusilla,Arecaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,1.1,1.5,0.5,0.8,NA,NA,0.8,1.2,0.6,0.6,NA,NA,Not assessed,India,Indian subcontinent,David et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Pachygone ovata,Widely distributed,Native,Climber,Pachygone,Pachygone ovata,Menispermaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,0.7,0.7,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,David et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Walsura trifolia,Widely distributed,Native,Tree,Walsura ,Walsura trifoliata,Meliaceae,Fleshy,Berry,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,David et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Ziziphus oenoplia,Widely distributed,Native,Climber,Ziziphus,Ziziphus oenopolia,Rhamnaceae,Fleshy,Drupe,Black ,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,0.5,0.7,0.5,0.6,0.5,0.6,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,David et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Lepisanthes tetraphylla,Widely distributed,Native,Tree,Lepisanthes,Lepisanthes tetraphylla,Sapindaceae,Fleshy,Drupe,Orange,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,2,2,1.5,1.5,2,2,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,David et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Pamburus missionis,Widely distributed,Native,Tree,Pamburus,Pamburus missionis,Rutaceae,Fleshy,Berry,Yellow,"Light (Brown, Green, Grey, White, Yellow)",present,10,Six-Ten,Not arillate,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,David et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Madhuca longifolia,Widely distributed,Native,Tree,Madhuca ,Madhuca longifolia,Sapotaceae,Fleshy,Berry,Green,"Light (Brown, Green, Grey, White, Yellow)",present,2,Two-Five,Not arillate,1.5,2,1.3,1.6,2,4,2,2,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Krishnamani 1994
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Terminalia arjuna,Widely distributed,Native,Tree,Terminalia ,Terminalia arjuna,Combretaceae,Fleshy,Drupe,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,2.5,6,1.8,2.8,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Moorthi & Srimathi 2008
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Strychnos nux vomica,Widely distributed,Native,Tree,Strychnos,Strychnos nux-vomica,Loganiaceae,Fleshy,Berry,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,4,Two-Five,Not arillate,NA,NA,NA,NA,3,5,NA,NA,NA,NA,2,2.5,Not assessed,India,Indian subcontinent,Moorthi & Srimathi 2008
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Adenanthera pavonina,Widely distributed,Native,Tree,Adenanthera,Adenanthera pavonina,Fabaceae,Dry,Pod,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,10,22.5,0.7,1,NA,NA,NA,NA,0.7,0.8,NA,NA,Least Concern,India,Indian subcontinent,Moorthi & Srimathi 2008
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Saraca asoka,Widely distributed,Native,Tree,Saraca,Saraca asoca,Fabaceae,Dry,Pod,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,15,15,4.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,Vulnerable,India,Indian subcontinent,Patwardhan et al 2016
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Bauhinia malabarica,Widely distributed,Native,Tree,Pilostigma,Pilostigma malabarica,Fabaceae,Dry,Pod,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,25,30,1.8,2.5,NA,NA,0.13,0.17,0.56,0.75,NA,NA,Least Concern,India,Indian subcontinent,Prasad 2010
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Bauhinia racemosa,Widely distributed,Native,Tree,Bauhinia,Bauhinia racemosa,Fabaceae,Dry,Pod,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,15,20,1.8,2.2,NA,NA,NA,NA,NA,NA,0.8,1,Not assessed,India,Indian subcontinent,Prasad 2010
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Bridelia retusa,Widely distributed,Native,Tree,Bridelia,Bridelia retusa,Phyllanthaceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,2,Two-Five,Not arillate,0.7,0.8,0.5,0.9,0.7,0.9,NA,NA,NA,NA,0.5,0.5,Least Concern,India,Indian subcontinent,Prasad 2010
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Butea monosperma,Widely distributed,Native,Tree,Butea,Butea monosperma,Fabaceae,Dry,Pod,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,10,20,2.5,5,NA,NA,2.7,2.7,3.3,3.6,NA,NA,Least Concern,India,Indian subcontinent,Prasad 2010
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Erythrina indica,Widely distributed,Native,Tree,Erythrina,Erythrina variegata,Fabaceae,Dry,Pod,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,13,Eleven-Twenty,Not arillate,12,30,2,3,NA,NA,1.3,2,0.8,1.2,NA,NA,Least Concern,India,Indian subcontinent,Prasad 2010
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Grewia orbiculata,Widely distributed,Native,Shrub,Grewia,Grewia orbiculata,Malvaceae,Fleshy,Drupe,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,2,Two-Five,Not arillate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Prasad 2010
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Grewia tilifolia,Widely distributed,Native,Tree,Grewia,Grewia tiliifolia,Malvaceae,Fleshy,Drupe,Purple,"Dark (Black, Blue, Purple, Violet)",absent,2,Two-Five,Not arillate,0.5,1.2,0.6,1.26,NA,NA,NA,NA,NA,NA,0.4,0.5,Not assessed,India,Indian subcontinent,Prasad 2010
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Pterocarpus marsupium,Endemic,Native,Tree,Pterocarpus,Pterocarpus marsupium,Fabaceae,Dry,Pod,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,NA,NA,NA,NA,2.5,5,NA,NA,NA,NA,NA,NA,Near Threatened,India,Indian subcontinent,Prasad 2010
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Schleichera oleosa,Widely distributed,Native,Tree,Schleichera,Schleichera oleosa,Sapindaceae,Fleshy,Drupe,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,2,Two-Five,Not arillate,1.7,1.7,2,2,1.6,1.8,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Prasad 2010
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Vitex altisiima,Widely distributed,Native,Tree,Vitex,Vitex altissima,Lamiaceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,4,Two-Five,Not arillate,0.5,0.5,0.5,0.5,0.6,0.8,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Prasad 2010
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Garcinia gummi-gata,Endemic,Native,Tree,Garcinia,Garcinia gummi-gutta,Clusiaceae,Fleshy,Berry,Yellow,"Light (Brown, Green, Grey, White, Yellow)",present,many,> Twenty,Not arillate,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Rai 2004
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Gmelina arborea,Widely distributed,Native,Tree,Gmelina,Gmelina arborea,Lamiaceae,Fleshy,Drupe,Yellow,"Light (Brown, Green, Grey, White, Yellow)",present,4,Two-Five,Not arillate,2.5,3.5,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Raju & Rao 2006
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Polyalthia fragrans,Endemic,Native,Tree,Moonon,Moonon fragrans,Annonaceae,Fleshy,Drupe,White,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,3,5,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Roy et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Caryota urens,Widely distributed,Native,Tree,Caryota,Caryota urens,Arecaceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,1.87,1.87,NA,NA,1.67,1.67,1.47,1.47,1.1,1.1,NA,NA,Least Concern,India,Indian subcontinent,Roy et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Hopea ponga,Endemic,Native,Tree,Hopea,Hopea ponga,Dipterocarpaceae,Dry,Samara,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vulnerable,India,Indian subcontinent,Roy et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Diospyros oocarpa,Widely distributed,Native,Tree,Diospyros,Diospyros oocarpa,Ebenaceae,Fleshy,Berry,Yellow,"Light (Brown, Green, Grey, White, Yellow)",present,6,Six-Ten,Not arillate,2.3,2.3,3.5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Roy et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Diospyros crumenata,Widely distributed,Native,Tree,Diospyros,Diospyros crumenata,Ebenaceae,Fleshy,Berry,Yellow,"Light (Brown, Green, Grey, White, Yellow)",present,8,Six-Ten,Not arillate,NA,NA,NA,NA,3,5,2.2,2.2,1.2,1.2,NA,NA,Endangered,India,Indian subcontinent,Roy et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Diospyros pruriens,Widely distributed,Native,Tree,Diospyros,Diospyros pruriens,Ebenaceae,Fleshy,Berry,Yellow,"Light (Brown, Green, Grey, White, Yellow)",present,4,Two-Five,Not arillate,2,2,1.5,1.5,NA,NA,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Roy et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Persea macrantha,Widely distributed,Native,Tree,Machilus,Machilus glaucescens,Lauraceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,1,One,Not arillate,NA,NA,NA,NA,0.9,0.9,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Roy et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Aglaia roxburghii,Widely distributed,Native,Tree,Aglaia,Aglaia elaegnoidea,Meliaceae,Dry,Capsule,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,2,Two-Five,Arillate,NA,NA,NA,NA,1,1.5,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Roy et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Artocarpus hirsutus,Widely distributed,Native,Tree,Artocarpus,Artocarpus hirsutus,Moraceae,Fleshy,Sorosis,Yellow,"Light (Brown, Green, Grey, White, Yellow)",present,many,> Twenty,Not arillate,NA,NA,NA,NA,6,7.5,0.16,0.18,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Roy et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Ficus tsjahela,Widely distributed,Native,Tree,Ficus,Ficus tsjahela,Moraceae,Fig,Synconium,Green,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,0.5,0.6,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Roy et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Knema attenuata,Endemic,Native,Tree,Knema,Knema attenuata,Myristicaceae,Dry,Capsule,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Arillate,3,3.7,NA,NA,NA,NA,2,2.5,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Roy et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Syzygium gardneri,Widely distributed,Native,Tree,Syzygium,Syzygium gardneri,Myrtaceae,Fleshy,Drupe,Purple,"Dark (Black, Blue, Purple, Violet)",present,1,One,Not arillate,NA,NA,NA,NA,0.5,0.8,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Roy et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Vepris bilocularis,Endemic,Native,Tree,Vepris,Vepris bilocularis,Rutaceae,Fleshy,Berry,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,2,Two-Five,Not arillate,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Roy et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Cayratia auriculata,Widely distributed,Native,Climber,Cyphostemma,Cyphostemma auriculatum,Vitaceae,Fleshy,Berry,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,NA,NA,NA,NA,1.2,1.2,NA,NA,NA,NA,NA,NA,Data deficient,India,Indian subcontinent,Roy et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Cleidion speciflorum,Widely distributed,Native,Tree,Cleidion,Cleidion speciflorum,Euphorbiaceae,Dry,Capsule,Green,"Light (Brown, Green, Grey, White, Yellow)",absent,3,Two-Five,Not arillate,NA,NA,NA,NA,2.5,3,NA,NA,NA,NA,0.9,1.2,Not assessed,India,Indian subcontinent,Singh et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Ficus tsjakela,Widely distributed,Native,Tree,Ficus,Ficus tsjakela,Moraceae,Fig,Synconium,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,NA,NA,NA,NA,0.5,0.6,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Singh et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Litsea Floribunda,Endemic,Native,Tree,Litsea ,Litsea floribunda,Lauraceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,1.2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Near Threatened,India,Indian subcontinent,Singh et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Madhuca neriifolia,Widely distributed,Native,Tree,Madhuca,Madhuca neriifolia,Sapotaceae,Fleshy,Drupe,Green,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,2,3,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Singh et al 2011
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Cullenia exarillata,Endemic,Native,Tree,Cullenia ,Cullenia exarillata,Malvaceae,Dry,Capsule,Green,"Light (Brown, Green, Grey, White, Yellow)",absent,10,Six-Ten,Arillate,NA,NA,NA,NA,12,20,4,4.5,2,2.5,NA,NA,Not assessed,India,Indian subcontinent,Sushma & Singh 2006
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Ficus exasperata,Widely distributed,Native,Tree,Ficus,Ficus exasperata,Moraceae,Fig,Synconium,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,many,> Twenty,Not arillate,0.7,1.5,1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Sushma & Singh 2006
Bonnet Macaque,Macaca,Macaca radiata,Primates,Macaque,Meliosma pinnata,Widely distributed,Native,Tree,Meliosma,Meliosma pinnata,Sabiaceae,Fleshy,Drupe,Yellow,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,NA,NA,NA,NA,0.5,0.6,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Sushma & Singh 2006
Brown Bear,Ursus,Ursus arctos,Carnivore,Ursid,Rhamnus virgatus,Widely distributed,Native,Shrub,Rhamnus ,Rhamnus virgata,Rhamnaceae,Fleshy,Drupe,Black,"Dark (Black, Blue, Purple, Violet)",absent,4,Two-Five,Not arillate,0.7,0.7,0.6,0.6,0.4,0.5,0.5,0.5,0.2,0.2,NA,NA,Least Concern,India,Indian subcontinent,Rathore & Chauhan 2014
Brown Bear,Ursus,Ursus arctos,Carnivore,Ursid,viburnum cotinifolium,Widely distributed,Native,Shrub,viburnum ,Viburnum cotinifolium,Viburnaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,0.8,1.2,0.5,0.6,0.5,0.8,NA,NA,NA,NA,NA,NA,Not assessed,India,Indian subcontinent,Rathore & Chauhan 2014
Brown Bear,Ursus,Ursus arctos,Carnivore,Ursid,Berberis aristata,Widely distributed,Native,Shrub,Berberis,Berberis aristata,Berberidaceae,Fleshy,Berry,Black,"Dark (Black, Blue, Purple, Violet)",absent,5,Two-Five,Not arillate,0.7,0.7,NA,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Rathore & Chauhan 2014
Brown Palm Civet,Paradoxurus,Paradoxurus jerdoni,Carnivore,Viverrid,Acronychia pedunculata,Widely distributed,Native,Tree,Acronychia,Acronychia pedunculata,Rutaceae,Fleshy,Drupe,Brown,"Light (Brown, Green, Grey, White, Yellow)",absent,1,One,Not arillate,0.8,0.8,1.2,1.2,0.5,1.5,NA,NA,NA,NA,0.3,0.7,Least Concern,India,Indian subcontinent,Mudappa et al 2010
Brown Palm Civet,Paradoxurus,Paradoxurus jerdoni,Carnivore,Viverrid,Antidesma menasu,Widely distributed,Native,Tree,Antidesma,Antidesma montanum,Phyllanthaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,0.5,0.6,0.25,0.4,NA,NA,NA,NA,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Mudappa et al 2010
Brown Palm Civet,Paradoxurus,Paradoxurus jerdoni,Carnivore,Viverrid,Bentinckia codapanna,Endemic,Native,Tree,Bentinckia,Bentinckia condapanna,Arecaceae,Fleshy,Drupe,Red,"Bright (Red, Orange, Pink)",absent,1,One,Not arillate,1.2,1.2,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,Vulnerable,India,Indian subcontinent,Mudappa et al 2010
Brown Palm Civet,Paradoxurus,Paradoxurus jerdoni,Carnivore,Viverrid,Chrysophyllum lanceolatum,Widely distributed,Native,Tree,Donella,Donella lanceolata,Sapotaceae,Fleshy,Berry,Yellow,"Light (Brown, Green, Grey, White, Yellow)",present,2,Two-Five,Not arillate,NA,NA,NA,NA,2.5,3.5,1.9,1.9,NA,NA,NA,NA,Least Concern,India,Indian subcontinent,Mudappa et al 2010
